"[0.28, 0.7, 0.8, 0.6, 1]",0.823529412,0.787878788,0.8125,0.783333333
"[0.28, 0.6, 0.6, 0.7, 1.4]",0.764705882,0.689393939,0.75,0.666666667
"[0.28, 0.6, 0.6, 0.6, 1]",0.764705882,0.560606061,0.625,0.375
"[0.28, 0.6, 0.6, 0.6, 1.2]",0.705882353,0.681818182,0.625,0.466666667
